,id.orig_p,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label
1444,50506,6667,tcp,irc,1.090637,75.0,243.0,S3,0,ShAdDaf,7,447,6,563,Malicious
1445,50584,6667,tcp,,3.155709,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1446,50584,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1447,50586,6667,tcp,,3.153954,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1448,50586,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1449,50588,6667,tcp,,3.152204,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1450,50588,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1451,123,123,udp,,0.001496,48.0,48.0,SF,0,Dd,1,76,1,76,Benign
1452,50590,6667,tcp,,3.150204,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1453,50590,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1454,50592,6667,tcp,,3.144706,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1455,50592,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1456,50594,6667,tcp,,3.142957,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1457,50594,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1458,50596,6667,tcp,,3.140959,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1459,50596,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1460,50598,6667,tcp,,3.13896,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1461,50598,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1462,50600,6667,tcp,,3.13721,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1463,50600,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1464,50602,6667,tcp,,3.135208,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1465,123,123,udp,,0.015241,48.0,48.0,SF,0,Dd,1,76,1,76,Benign
1466,50602,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1467,50604,6667,tcp,,3.129216,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1468,50604,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1469,50612,6667,tcp,irc,1.016421,60.0,124.0,RSTR,0,ShAdfDr,5,328,4,328,Malicious
1470,50614,6667,tcp,,3.081494,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1471,50614,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1472,50616,6667,tcp,,3.158947,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1473,50534,6667,tcp,irc,4.231321,75.0,243.0,S3,0,ShAdDaf,9,567,7,615,Malicious
1474,50616,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1475,50538,6667,tcp,irc,1.469163,75.0,243.0,S3,0,ShAdDaf,7,447,7,615,Malicious
1476,50536,6667,tcp,irc,1.086131,75.0,243.0,S3,0,ShAdDaf,7,447,6,563,Malicious
1477,50618,6667,tcp,,3.1567,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1478,50620,6667,tcp,,3.08749,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1479,50620,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1480,50622,6667,tcp,,3.08572,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1481,50544,6667,tcp,irc,2.077565,75.0,243.0,S3,0,ShAdDaf,8,507,6,563,Malicious
1482,50546,6667,tcp,irc,1.102376,75.0,243.0,S3,0,ShAdDaf,7,447,6,563,Malicious
1483,50548,6667,tcp,irc,1.089374,75.0,243.0,S3,0,ShAdDaf,7,447,6,563,Malicious
1484,50622,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1485,123,123,udp,,0.001496,48.0,48.0,SF,0,Dd,1,76,1,76,Benign
1486,50624,6667,tcp,,3.083501,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1487,50624,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1488,50626,6667,tcp,,3.081753,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1489,50626,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1490,50634,6667,tcp,,3.103249,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1491,50556,6667,tcp,irc,4.082171,75.0,243.0,S3,0,ShAdDaf,9,567,6,563,Malicious
1492,50634,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1493,50636,6667,tcp,,3.095993,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1494,50636,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1495,50638,6667,tcp,,3.093757,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1496,50638,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1497,50640,6667,tcp,,3.091747,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1498,50640,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1499,123,123,udp,,0.001747,48.0,48.0,SF,0,Dd,1,76,1,76,Benign
1500,50642,6667,tcp,,3.089755,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1501,50642,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1502,50644,6667,tcp,,3.082991,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1503,50566,6667,tcp,irc,0.939713,75.0,243.0,S3,0,ShAdDaf,7,447,6,563,Malicious
1504,50568,6667,tcp,irc,4.318789,75.0,243.0,S3,0,ShAdDaf,10,679,6,563,Malicious
1505,50644,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1506,50646,6667,tcp,,3.149704,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1507,50570,6667,tcp,irc,0.850005,75.0,243.0,S3,0,ShAdDaf,7,447,6,563,Malicious
1508,50646,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1509,50572,6667,tcp,irc,1.541871,75.0,243.0,S3,0,ShAdDaft,8,511,7,615,Malicious
1510,50648,6667,tcp,,3.147953,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1511,50648,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1512,50650,6667,tcp,,3.145944,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1513,50650,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1514,50652,6667,tcp,,3.141469,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1515,50652,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1516,50654,6667,tcp,,3.139697,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1517,123,123,udp,,0.02423,48.0,48.0,SF,0,Dd,1,76,1,76,Benign
1518,50654,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1519,50582,6667,tcp,irc,1.083135,75.0,243.0,S3,0,ShAdDaf,7,447,6,563,Malicious
1520,50656,6667,tcp,,3.137714,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1521,123,123,udp,,,,,S0,0,D,1,76,0,0,Benign
1522,50656,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1523,50664,6667,tcp,,3.082492,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1524,50664,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1525,50666,6667,tcp,,3.080731,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1526,50666,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1527,50668,6667,tcp,,3.158708,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1528,50668,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1529,50670,6667,tcp,,3.149202,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1530,50670,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1531,123,123,udp,,0.001497,48.0,48.0,SF,0,Dd,1,76,1,76,Benign
1532,50676,6667,tcp,,3.127471,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1533,50676,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1534,50678,6667,tcp,,3.125717,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1535,50678,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1536,50680,6667,tcp,,3.120705,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1537,50680,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1538,50682,6667,tcp,,3.113471,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1539,50682,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1540,50684,6667,tcp,,3.111717,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1541,50608,6667,tcp,irc,1.0514,75.0,243.0,S3,0,ShAdDaft,8,511,6,563,Malicious
1542,50606,6667,tcp,irc,1.076884,75.0,243.0,S3,0,ShAdDaf,8,499,6,563,Malicious
1543,50684,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1544,50610,6667,tcp,irc,1.081385,75.0,243.0,S3,0,ShAdDaf,7,447,6,563,Malicious
1545,50686,6667,tcp,,3.109463,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1546,50686,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1547,50688,6667,tcp,,3.1075,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1548,123,123,udp,,0.093456,48.0,48.0,SF,0,Dd,1,76,1,76,Benign
1549,50688,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1550,50690,6667,tcp,,3.101234,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1551,123,123,udp,,,,,S0,0,D,1,76,0,0,Benign
1552,50618,6667,tcp,irc,0.959951,75.0,234.0,S3,0,ShAdDaf,8,499,7,606,Malicious
1553,50690,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1554,50692,6667,tcp,,3.099238,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1555,50692,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1556,50694,6667,tcp,,3.096739,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1557,50694,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1558,50696,6667,tcp,,3.094757,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1559,50696,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1560,50698,6667,tcp,,3.092248,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1561,123,123,udp,,0.005243,48.0,48.0,SF,0,Dd,1,76,1,76,Benign
1562,50698,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1563,50628,6667,tcp,irc,2.089798,75.0,243.0,S3,0,ShAdDaf,8,507,6,563,Malicious
1564,50700,6667,tcp,,3.090494,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1565,50630,6667,tcp,irc,1.100623,75.0,243.0,S3,0,ShAdDaf,7,447,6,563,Malicious
1566,50632,6667,tcp,irc,1.078134,75.0,243.0,S3,0,ShAdDaf,8,499,6,563,Malicious
1567,50700,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1568,50702,6667,tcp,,3.088746,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1569,123,123,udp,,,,,S0,0,D,1,76,0,0,Benign
1570,50702,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1571,50704,6667,tcp,,3.086751,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1572,50704,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1573,50706,6667,tcp,,3.084998,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1574,50706,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1575,50708,6667,tcp,,3.083002,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1576,50708,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1577,50710,6667,tcp,,3.158183,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1578,50710,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1579,50712,6667,tcp,,3.154721,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1580,50712,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1581,50716,6667,tcp,,3.153218,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1582,123,123,udp,,0.032961,48.0,48.0,SF,0,Dd,1,76,1,76,Benign
1583,50716,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1584,50718,6667,tcp,,3.150967,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1585,50718,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1586,123,123,udp,,,,,S0,0,D,1,76,0,0,Benign
1587,50720,6667,tcp,,3.149208,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1588,50720,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1589,50728,6667,tcp,irc,1.01917,60.0,124.0,RSTR,0,ShAdfDr,5,328,4,328,Malicious
1590,50730,6667,tcp,irc,1.017923,60.0,124.0,RSTR,0,ShAdfDr,5,328,4,328,Malicious
1591,50732,6667,tcp,irc,1.031165,60.0,124.0,RSTR,0,ShAdfDr,5,328,4,328,Malicious
1592,50738,6667,tcp,,3.109732,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1593,50738,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1594,50658,6667,tcp,irc,4.085937,75.0,243.0,S3,0,ShAdDaf,9,567,6,563,Malicious
1595,123,123,udp,,,,,S0,0,D,1,76,0,0,Benign
1596,50744,6667,tcp,,3.160204,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1597,50660,6667,tcp,irc,4.655607,75.0,243.0,S3,0,ShAdDaf,9,567,7,615,Malicious
1598,50662,6667,tcp,irc,2.084063,75.0,243.0,S3,0,ShAdDaf,8,507,6,563,Malicious
1599,50744,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1600,123,123,udp,,0.001996,48.0,48.0,SF,0,Dd,1,76,1,76,Benign
1601,50746,6667,tcp,,3.158217,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1602,50746,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1603,50756,6667,tcp,,3.087249,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1604,50756,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1605,50758,6667,tcp,,3.083497,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1606,50672,6667,tcp,irc,1.056382,75.0,243.0,S3,0,ShAdDaft,8,511,6,563,Malicious
1607,50674,6667,tcp,irc,1.090147,75.0,243.0,S3,0,ShAdDaf,7,447,6,563,Malicious
1608,50758,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1609,50760,6667,tcp,,3.081746,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1610,50760,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1611,50762,6667,tcp,,3.15971,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1612,50762,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1613,50764,6667,tcp,,3.157957,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1614,123,123,udp,,0.042966,48.0,48.0,SF,0,Dd,1,76,1,76,Benign
1615,50764,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1616,50766,6667,tcp,,3.154946,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1617,50766,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1618,50768,6667,tcp,,3.1532,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1619,123,123,udp,,,,,S0,0,D,1,76,0,0,Benign
1620,50768,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1621,50770,6667,tcp,,3.151201,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1622,50770,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1623,50772,6667,tcp,,3.14371,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1624,50772,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1625,50774,6667,tcp,,3.136467,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1626,123,123,udp,,,,,S0,0,D,1,76,0,0,Benign
1627,58513,53,udp,dns,5.002153,156.0,0.0,S0,0,D,4,268,0,0,Benign
1628,50774,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1629,50776,6667,tcp,,3.134713,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1630,50776,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1631,36501,53,udp,dns,5.005905,156.0,0.0,S0,0,D,4,268,0,0,Benign
1632,123,123,udp,,0.132174,48.0,48.0,SF,0,Dd,1,76,1,76,Benign
1633,57050,53,udp,dns,0.068712,78.0,197.0,SF,0,Dd,2,134,2,253,Benign
1634,50786,6667,tcp,,3.090003,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1635,50786,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1636,50788,6667,tcp,,3.088236,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1637,123,123,udp,,,,,S0,0,D,1,76,0,0,Benign
1638,50788,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1639,35317,53,udp,dns,5.002153,156.0,0.0,S0,0,D,4,268,0,0,Benign
1640,50790,6667,tcp,,3.086259,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1641,50790,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1642,48310,53,udp,dns,5.00416,156.0,0.0,S0,0,D,4,268,0,0,Benign
1643,50792,6667,tcp,,3.080499,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1644,50794,6667,tcp,,3.12324,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1645,123,123,udp,,,,,S0,0,D,1,76,0,0,Benign
1646,50794,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1647,50013,53,udp,dns,0.077955,39.0,103.0,SF,0,Dd,1,67,1,131,Benign
1648,33377,53,udp,dns,5.009623,156.0,206.0,SF,0,Dd,4,268,2,262,Benign
1649,48691,53,udp,dns,,,,S0,0,D,1,67,0,0,Benign
1650,50796,6667,tcp,,3.121468,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1651,50798,6667,tcp,,3.138466,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1652,123,123,udp,,0.001502,48.0,48.0,SF,0,Dd,1,76,1,76,Benign
1653,50798,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1654,50800,6667,tcp,,3.136228,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1655,50800,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1656,50802,6667,tcp,,3.130231,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1657,123,123,udp,,,,,S0,0,D,1,76,0,0,Benign
1658,54331,53,udp,dns,5.001893,78.0,0.0,S0,0,D,2,134,0,0,Benign
1659,50802,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1660,50804,6667,tcp,,3.120223,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1661,50714,6667,tcp,irc,1.082633,75.0,243.0,S3,0,ShAdDaf,7,447,6,563,Malicious
1662,50804,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1663,49443,53,udp,dns,5.004148,78.0,0.0,S0,0,D,2,134,0,0,Benign
1664,50806,6667,tcp,,3.118218,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1665,123,123,udp,,50.932533,96.0,0.0,S0,0,D,2,152,0,0,Benign
1666,50806,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1667,50808,6667,tcp,,3.114978,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1668,123,123,udp,,,,,S0,0,D,1,76,0,0,Benign
1669,123,123,udp,,,,,S0,0,D,1,76,0,0,Benign
1670,50808,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1671,123,123,udp,,,,,S0,0,D,1,76,0,0,Benign
1672,50812,6667,tcp,,3.152957,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1673,50722,6667,tcp,irc,1.08713,75.0,243.0,S3,0,ShAdDaf,7,447,6,563,Malicious
1674,50724,6667,tcp,irc,1.082634,75.0,243.0,S3,0,ShAdDaf,7,447,6,563,Malicious
1675,50726,6667,tcp,irc,1.101124,75.0,243.0,S3,0,ShAdDaf,7,447,6,563,Malicious
1676,123,123,udp,,0.001495,48.0,48.0,SF,0,Dd,1,76,1,76,Benign
1677,50812,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1678,50814,6667,tcp,,3.150952,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1679,50734,6667,tcp,irc,4.182374,75.0,243.0,S3,0,ShAdDaf,9,567,7,615,Malicious
1680,50736,6667,tcp,irc,2.434123,75.0,243.0,S3,0,ShAdDaf,8,507,7,615,Malicious
1681,50816,6667,tcp,,3.083248,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1682,50816,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1683,49351,53,udp,dns,5.001652,78.0,0.0,S0,0,D,2,134,0,0,Benign
1684,50740,6667,tcp,irc,4.158635,75.0,243.0,S3,0,ShAdDaft,10,631,7,615,Malicious
1685,50742,6667,tcp,irc,1.108381,75.0,243.0,S3,0,ShAdDaf,7,447,6,563,Malicious
1686,50818,6667,tcp,,3.081484,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1687,123,123,udp,,,,,S0,0,D,1,76,0,0,Benign
1688,42973,53,udp,dns,,,,S0,0,D,1,67,0,0,Benign
1689,123,123,udp,,,,,S0,0,D,1,76,0,0,Benign
1690,50818,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1691,39388,53,udp,dns,5.006899,78.0,103.0,SF,0,Dd,2,134,1,131,Benign
1692,50820,6667,tcp,,3.159452,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1693,50820,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1694,50748,6667,tcp,irc,4.083928,75.0,243.0,S3,0,ShAdDaf,9,567,6,563,Malicious
1695,50824,6667,tcp,,3.159204,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1696,50750,6667,tcp,irc,2.089058,75.0,243.0,S3,0,ShAdDaf,8,507,6,563,Malicious
1697,50752,6667,tcp,irc,1.108372,75.0,243.0,S3,0,ShAdDaf,7,447,6,563,Malicious
1698,123,123,udp,,,,,S0,0,D,1,76,0,0,Benign
1699,50754,6667,tcp,irc,4.250586,75.0,243.0,S3,0,ShAdDaf,9,567,7,615,Malicious
1700,123,123,udp,,,,,S0,0,D,1,76,0,0,Benign
1701,50824,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1702,50826,6667,tcp,,3.155952,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1703,123,123,udp,,0.016488,48.0,48.0,SF,0,Dd,1,76,1,76,Benign
1704,50826,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1705,50828,6667,tcp,,3.154205,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1706,50828,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1707,50830,6667,tcp,,3.148202,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1708,123,123,udp,,,,,S0,0,D,1,76,0,0,Benign
1709,123,123,udp,,,,,S0,0,D,1,76,0,0,Benign
1710,50830,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1711,50832,6667,tcp,,3.146459,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1712,123,123,udp,,,,,S0,0,D,1,76,0,0,Benign
1713,50832,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1714,50836,6667,tcp,,3.126233,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1715,50836,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1716,50838,6667,tcp,,3.119473,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1717,123,123,udp,,,,,S0,0,D,1,76,0,0,Benign
1718,50838,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1719,50840,6667,tcp,,3.117492,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1720,123,123,udp,,,,,S0,0,D,1,76,0,0,Benign
1721,51668,53,udp,dns,5.001416,78.0,0.0,S0,0,D,2,134,0,0,Benign
1722,123,123,udp,,0.03072,48.0,48.0,SF,0,Dd,1,76,1,76,Benign
1723,123,123,udp,,,,,S0,0,D,1,76,0,0,Benign
1724,50840,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1725,50842,6667,tcp,,3.114477,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1726,123,123,udp,,0.015741,48.0,48.0,SF,0,Dd,1,76,1,76,Benign
1727,34467,53,udp,dns,5.00441,78.0,0.0,S0,0,D,2,134,0,0,Benign
1728,50842,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1729,50848,6667,tcp,,3.100733,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1730,123,123,udp,,,,,S0,0,D,1,76,0,0,Benign
1731,44622,53,udp,dns,5.002152,78.0,0.0,S0,0,D,2,134,0,0,Benign
1732,50848,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1733,123,123,udp,,,,,S0,0,D,1,76,0,0,Benign
1734,50850,6667,tcp,,3.09875,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1735,34413,53,udp,dns,5.004151,78.0,0.0,S0,0,D,2,134,0,0,Benign
1736,50850,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1737,50852,6667,tcp,,3.089224,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1738,50778,6667,tcp,irc,1.08262,75.0,234.0,S3,0,ShAdDaf,9,551,7,606,Malicious
1739,50780,6667,tcp,irc,2.076821,75.0,243.0,S3,0,ShAdDaf,8,507,6,563,Malicious
1740,50852,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1741,50782,6667,tcp,irc,1.079886,75.0,243.0,S3,0,ShAdDaf,7,447,6,563,Malicious
1742,50784,6667,tcp,irc,1.09338,75.0,243.0,S3,0,ShAdDaf,7,447,6,563,Malicious
1743,50856,6667,tcp,,3.115484,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1744,40320,53,udp,dns,0.173891,39.0,103.0,SF,0,Dd,1,67,1,131,Benign
1745,35423,53,udp,dns,,,,S0,0,D,1,67,0,0,Benign
1746,50856,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1747,50858,6667,tcp,,3.113723,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1748,50858,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1749,123,123,udp,,,,,S0,0,D,1,76,0,0,Benign
1750,123,123,udp,,0.002997,48.0,48.0,SF,0,Dd,1,76,1,76,Benign
1751,50862,6667,tcp,,3.125224,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1752,37956,53,udp,dns,5.001903,78.0,0.0,S0,0,D,2,134,0,0,Benign
1753,50862,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1754,50792,6667,tcp,irc,1.196053,75.0,243.0,S3,0,ShAdDaft,8,511,7,615,Malicious
1755,50864,6667,tcp,,3.123472,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1756,123,123,udp,,,,,S0,0,D,1,76,0,0,Benign
1757,38447,53,udp,dns,5.014394,78.0,0.0,S0,0,D,2,134,0,0,Benign
1758,123,123,udp,,,,,S0,0,D,1,76,0,0,Benign
1759,50864,6667,tcp,,,,,S0,0,S,1,60,0,0,Malicious
1760,50866,6667,tcp,,3.121725,0.0,0.0,S0,0,S,3,180,0,0,Malicious
1761,56192,53,udp,dns,5.003395,78.0,0.0,S0,0,D,2,134,0,0,Benign
1762,50796,6667,tcp,irc,0.910223,75.0,243.0,S3,0,ShAdDaf,7,447,6,563,Malicious
